Time (s);Latitude (°);Longitude (°);Height (m);Horizontal Accuracy (m)
1068;53.47294492;9.725325842;5.273813726;6.000906205
1069;53.47293052;9.725312496;5.261064005;6.000906205
1070;53.47291784;9.725311097;5.268760057;6.000906205
1071;53.47291338;9.725317682;5.259161314;6.000906205
1072;53.47289287;9.725290764;5.239243158;6.000906205
1073;53.47287179;9.725269254;5.279445709;6.000906205
1074;53.47286105;9.725253814;5.323868185;6.000906205
1075;53.47284562;9.725224425;5.365451089;6.000906205
1076;53.47283387;9.725192451;5.4511245;6.000906205
1077;53.47281856;9.725161931;5.466228707;6.000906205
1078;53.47279692;9.725145023;5.45845568;6.000906205
1079;53.47277766;9.725124652;5.407755816;6.000906205
1080;53.47276113;9.725110072;5.368223091;6.000906205
1081;53.47274742;9.725078993;5.33991107;6.000906205
1082;53.47273859;9.725062307;5.337718448;6.000906205
1083;53.47272159;9.725050819;5.339909311;6.000906205
1084;53.47270496;9.725050571;5.330251002;6.000906205
1085;53.47268965;9.725040079;5.30898793;6.000906205
1086;53.47267509;9.725026678;5.304128773;6.000906205
1087;53.47266354;9.72501959;5.31039945;6.000906205
1088;53.4726426;9.725013104;5.313065854;6.000906205
1089;53.47262584;9.725009806;5.308570608;6.000906205
1090;53.47260562;9.725004862;5.302253698;6.000906205
1091;53.4725904;9.724990891;5.29870033;6.000906205
1092;53.47258253;9.724978382;5.32539196;6.000906205
1093;53.47257572;9.724963944;5.358771343;6.000906205
1094;53.4725655;9.724950673;5.400928785;6.000906205
1095;53.47255559;9.724919455;5.44255641;6.000906205
1096;53.47254504;9.72489606;5.543086436;6.000906205
1097;53.47253783;9.724881083;5.63185648;6.000906205
1098;53.47252531;9.724862215;5.684706263;6.000906205
1099;53.47251839;9.724853182;5.737661605;6.000906205
1100;53.47250501;9.724837949;5.762835527;6.000906205
1101;53.4724956;9.724830054;5.793453887;6.000906205
1102;53.47248009;9.72481708;5.805919333;6.000906205
1103;53.4724673;9.724795212;5.818766753;6.000906205
1104;53.4724544;9.724764699;5.852217404;6.000906205
1105;53.47244829;9.724750959;5.899940368;6.000906205
1106;53.47243188;9.724743648;5.920989597;6.000906205
1107;53.47242298;9.724731622;5.900167426;6.000906205
1108;53.47241848;9.724699572;5.899152943;6.000906205
1109;53.47240748;9.724694734;5.944624157;6.000906205
1110;53.47239421;9.724676194;5.925712034;4.000604137
1111;53.47237978;9.724661089;5.912762396;4.000604137
1112;53.4723659;9.72464783;5.878886103;4.000604137
1113;53.47235519;9.724637282;5.830523193;4.000604137
1114;53.47233641;9.724622848;5.790976971;4.000604137
1115;53.47232598;9.724610418;5.726171824;4.000604137
1116;53.47231416;9.724594121;5.685901484;4.000604137
1117;53.47229784;9.724571181;5.643583663;4.000604137
1118;53.47228233;9.724552674;5.58648361;6.000906205
1119;53.4722657;9.724552551;5.530521454;6.000906205
1120;53.4722572;9.724544452;5.474168402;6.000906205
1121;53.4722494;9.724541274;5.468533097;6.000906205
1122;53.47223512;9.724544123;5.467969566;4.000604137
1123;53.47221582;9.724525183;5.467913213;4.000604137
1124;53.47220591;9.724514268;5.467907578;4.000604137
1125;53.47218682;9.724498704;5.467907015;4.000604137
1126;53.47216804;9.724476937;5.467906958;4.000604137
1127;53.47215431;9.724466494;5.467906953;4.000604137
1128;53.47214055;9.724450321;5.467906952;4.000604137
1129;53.4721258;9.724437328;5.467906952;4.000604137
1130;53.47211028;9.724434753;5.467906952;4.000604137
1131;53.47209875;9.724428195;5.467906952;4.000604137
1132;53.47208788;9.72441882;5.467906952;4.000604137
1133;53.47207296;9.72441115;5.467906952;4.000604137
1134;53.47206133;9.724395653;5.467906952;6.000906205
1135;53.47205142;9.724386069;5.467906952;6.000906205
1136;53.47203884;9.724374157;5.467906952;6.000906205
1137;53.47202742;9.724364321;5.467906952;6.000906205
1138;53.47201183;9.724365143;5.467906952;6.000906205
1139;53.47199564;9.724358119;5.467906952;6.000906205
1140;53.47197817;9.724359816;5.467906952;6.000906205
1141;53.47196153;9.724359852;5.405714035;6.000906205
1142;53.47194484;9.724358869;5.302914619;6.000906205
1143;53.47192733;9.724347664;5.196806431;6.000906205
1144;53.47191107;9.724342127;5.101120234;6.000906205
1145;53.47189865;9.724333477;5.01185267;6.000906205
1146;53.47188096;9.724323039;4.954204981;6.000906205
1147;53.47187538;9.724311145;4.882951397;6.000906205
1148;53.47185446;9.724305974;4.879750218;6.000906205
1149;53.47184367;9.724298251;4.797997376;6.000906205
1150;53.47183358;9.724295862;4.766963663;6.000906205
1151;53.47182355;9.724289805;4.728439683;6.000906205
1152;53.47181398;9.724299814;4.704719197;6.000906205
1153;53.47179707;9.724296476;4.621625103;6.000906205
1154;53.4717819;9.724281508;4.553800694;6.000906205
1155;53.47177075;9.724273292;4.553689014;6.000906205
1156;53.47176135;9.724256203;4.551199056;6.000906205
1157;53.47174886;9.724237144;4.606087694;6.000906205
1158;53.4717404;9.724227801;4.676018239;6.000906205
1159;53.47173816;9.724203144;4.712307024;6.000906205
1160;53.47172796;9.724193952;4.85405808;6.000906205
1161;53.47171829;9.724193778;4.90226677;6.000906205
1162;53.47171008;9.724195689;4.889499214;6.000906205
1163;53.47169642;9.724180261;4.863022569;6.000906205
1164;53.47168765;9.724165669;4.971172023;6.000906205
1165;53.47167633;9.724147766;5.079631393;6.000906205
1166;53.47166984;9.724135989;5.206420857;6.000906205
1167;53.47166279;9.724115315;5.292526241;6.000906205
1168;53.47164876;9.724086358;5.425495147;6.000906205
1169;53.47163046;9.724075001;5.383462143;6.000906205
1170;53.47161612;9.724067808;5.342464943;6.000906205
1171;53.47160063;9.724061901;5.315057041;6.000906205
1172;53.47158528;9.724048344;5.293179441;6.000906205
1173;53.47156803;9.724036462;5.247066968;6.000906205
1174;53.4715592;9.724022022;5.20395894;6.000906205
1175;53.47154617;9.724013;5.152860112;6.000906205
1176;53.47154042;9.724009088;5.11851973;6.000906205
1177;53.4715323;9.723994568;5.102413649;6.000906205
1178;53.47152032;9.723997928;5.053757524;6.000906205
1179;53.47151275;9.723992295;5.059778676;6.000906205
1180;53.47150584;9.723983557;5.042129754;6.000906205
1181;53.47150183;9.723979354;5.012051034;6.000906205
1182;53.47149396;9.723968938;4.995426981;6.000906205
1183;53.47148588;9.723959344;4.960015949;6.000906205
1184;53.47147575;9.723958529;4.925390404;6.000906205
1185;53.47146304;9.723945304;4.919287698;6.000906205
1186;53.47145541;9.723935062;4.875827314;6.000906205
1187;53.47144407;9.723938476;4.838299132;6.000906205
1188;53.47143328;9.72393001;4.845604739;6.000906205
1189;53.47142148;9.723924075;4.819013675;6.000906205
1190;53.47140837;9.723913557;4.822888001;6.000906205
1191;53.47139029;9.723901309;4.820851575;6.000906205
1192;53.47137564;9.723891867;4.828781248;6.000906205
1193;53.47136083;9.723893201;4.841171658;6.000906205
1194;53.4713409;9.723875423;4.8834927;6.000906205
1195;53.47132437;9.723860824;4.899929928;6.000906205
1196;53.47130643;9.723846148;4.918269436;6.000906205
1197;53.47129505;9.723847138;4.946666269;6.000906205
1198;53.47127541;9.723833692;4.986289552;6.000906205
1199;53.47125225;9.72381415;5.031931262;6.000906205
1200;53.47124047;9.723802894;5.111030803;6.000906205
1201;53.47122624;9.723794778;5.157094215;6.000906205
1202;53.47121568;9.723780233;5.207808802;6.000906205
1203;53.47120507;9.723760187;5.24709924;6.000906205
1204;53.47118557;9.723748982;5.285394891;6.000906205
1205;53.47117185;9.72373502;5.352416442;6.000906205
1206;53.47116477;9.723713721;5.403575461;6.000906205
1207;53.47115527;9.723698568;5.431628756;6.000906205
1208;53.47114625;9.723680387;5.464279132;6.000906205
1209;53.47113766;9.723671688;5.46754417;6.000906205
1210;53.47113165;9.723652967;5.467870674;6.000906205
1211;53.47112065;9.723637678;5.467903324;6.000906205
1212;53.47111594;9.723625586;5.467906589;6.000906205
1213;53.47110593;9.723607899;5.467906916;6.000906205
1214;53.47109735;9.723589762;5.467906948;6.000906205
1215;53.47110083;9.723552487;5.467906952;6.000906205
1216;53.47109952;9.723527715;5.467906952;6.000906205
1217;53.47109901;9.723513551;5.467906952;6.000906205
1218;53.47110169;9.723504377;5.467906952;6.000906205
1219;53.47110273;9.723488545;5.467906952;6.000906205
1220;53.47110819;9.723469606;5.467906952;6.000906205
1221;53.47110963;9.723450348;5.467906952;6.000906205
1222;53.4711176;9.723432981;5.467906952;6.000906205
1223;53.47112869;9.723393742;5.467906952;6.000906205
1224;53.47113561;9.72336413;5.467906952;6.000906205
1225;53.47114276;9.723330221;5.467906952;6.000906205
1226;53.47114235;9.723309787;5.467906952;6.000906205
1227;53.47114932;9.72328055;5.467906952;6.000906205
1228;53.47115407;9.723252191;5.467906952;6.000906205
1229;53.4711611;9.723231647;5.467906952;6.000906205
1230;53.47116574;9.723207971;5.470890427;6.000906205
1231;53.47117105;9.723169004;5.476499977;6.000906205
1232;53.4711675;9.72312912;5.488418049;6.000906205
1233;53.47116802;9.723094267;5.490670723;6.000906205
1234;53.47116626;9.723064532;5.496869807;6.000906205
1235;53.47116997;9.723038163;5.497417617;6.000906205
1236;53.47117084;9.723009784;5.511150377;6.000906205
1237;53.47117495;9.722966969;5.519994356;6.000906205
1238;53.47118126;9.72293563;5.642967758;6.000906205
1239;53.47117684;9.722898502;5.777257973;6.000906205
1240;53.47116925;9.722867676;5.896663862;6.000906205
1241;53.47117687;9.722838265;5.983881398;6.000906205
1242;53.47117565;9.722817798;6.112594454;4.000604137
1243;53.47118358;9.72279185;6.187826904;4.000604137
1244;53.47119485;9.722761193;6.305103568;4.000604137
1245;53.47120002;9.72274241;6.452663448;4.000604137
1246;53.47120526;9.722724963;6.545030978;6.000906205
1247;53.47121645;9.722703109;6.627766266;6.000906205
1248;53.4712202;9.722680061;6.667625488;6.000906205
1249;53.47122744;9.722661701;6.665538031;6.000906205
1250;53.47123484;9.722648182;6.66983368;6.000906205
1251;53.47124927;9.722628406;6.676497986;6.000906205
1252;53.47125182;9.722611546;6.689843326;6.000906205
1253;53.47125608;9.722595684;6.677723041;6.000906205
1254;53.47126183;9.722581557;6.666225063;6.000906205
1255;53.47126857;9.722561677;6.657707559;6.000906205
1256;53.47128109;9.722533696;6.641426884;6.000906205
1257;53.47129193;9.72251648;6.615944751;6.000906205
1258;53.47130062;9.722501753;6.597298134;6.000906205
1259;53.47131778;9.722481607;6.577814149;6.000906205
1260;53.47132902;9.722463259;6.549213605;6.000906205
1261;53.4713378;9.722444609;6.514101811;6.000906205
1262;53.4713407;9.722424741;6.472873194;6.000906205
1263;53.47134999;9.722399632;6.468403576;6.000906205
1264;53.47135784;9.722377563;6.467956614;6.000906205
1265;53.47136685;9.72235179;6.467911918;6.000906205
1266;53.47137643;9.722330244;6.467907449;6.000906205
1267;53.47137881;9.722313691;6.467907002;6.000906205
1268;53.47138915;9.722292742;6.467906957;6.000906205
1269;53.47140109;9.722269324;6.467906952;6.000906205
1270;53.47140655;9.722244241;6.467906952;4.000604137
1271;53.47141565;9.722218295;6.467906952;4.000604137
1272;53.47142856;9.722191788;6.467906952;4.000604137
1273;53.47143822;9.722167199;6.467906952;4.000604137
1274;53.47144692;9.722147388;6.467906952;4.000604137
1275;53.47145825;9.722129223;6.467906952;4.000604137
1276;53.47146494;9.722111343;6.467906952;4.000604137
1277;53.4714721;9.722096232;6.467906952;4.000604137
1278;53.47148189;9.722071218;6.467906952;6.000906205
1279;53.47148914;9.722047138;6.467906952;6.000906205
1280;53.47149749;9.722028876;6.467906952;6.000906205
1281;53.47150362;9.72201052;6.467906952;6.000906205
1282;53.47150749;9.721980067;6.467906952;6.000906205
1283;53.4715128;9.72196066;6.467906952;6.000906205
1284;53.4715219;9.721949826;6.467906952;6.000906205
1285;53.47153207;9.721933493;6.467906952;6.000906205
1286;53.47153957;9.721905017;6.467906952;6.000906205
1287;53.47155444;9.721880113;6.467906952;6.000906205
1288;53.47156117;9.721859882;6.439469528;6.000906205
1289;53.47156203;9.721823113;6.371078606;6.000906205
1290;53.47156524;9.721792098;6.245109951;6.000906205
1291;53.47156312;9.721758933;6.132022515;6.000906205
1292;53.47155534;9.721749315;6.013260616;6.000906205
1293;53.47154951;9.721726068;5.97022102;6.000906205
1294;53.47154019;9.721710096;5.890598915;6.000906205
1295;53.47152744;9.721699289;5.830884232;6.000906205
1296;53.47151616;9.721687408;5.789897276;6.000906205
1297;53.471504;9.721668746;5.747308667;6.000906205
1298;53.47149251;9.721645118;5.682583802;6.000906205
1299;53.47148283;9.721617833;5.599557208;6.000906205
1300;53.47147558;9.721604848;5.50284894;6.000906205
1301;53.47146262;9.721590344;5.471401151;6.000906205
1302;53.4714519;9.721567938;5.468256372;6.000906205
1303;53.47144116;9.721552802;5.467941894;6.000906205
1304;53.47142389;9.721544335;5.467910446;6.000906205
1305;53.47140503;9.721523091;5.467907301;6.000906205
1306;53.47138409;9.721505209;5.467906987;6.000906205
1307;53.47137464;9.721493496;5.467906955;6.000906205
1308;53.47136003;9.721482329;5.467906952;6.000906205
1309;53.47134578;9.721475773;5.467906952;6.000906205
1310;53.47132096;9.721474153;5.467906952;6.000906205
1311;53.47130658;9.721465723;5.467906952;6.000906205
1312;53.47128958;9.721460847;5.467906952;6.000906205
1313;53.47127882;9.721457258;5.467906952;6.000906205
1314;53.47126316;9.721451352;5.467906952;6.000906205
1315;53.4712395;9.721431515;5.467906952;6.000906205
1316;53.4712241;9.721408494;5.467906952;6.000906205
1317;53.47120714;9.721384374;5.467906952;6.000906205
1318;53.47119283;9.721369174;5.467906952;6.000906205
1319;53.47117933;9.721348508;5.467906952;6.000906205
1320;53.47116684;9.721336895;5.467906952;6.000906205
1321;53.47115757;9.721322808;5.467906952;6.000906205
1322;53.47115052;9.721311479;5.467906952;6.000906205
1323;53.47114127;9.721297607;5.467906952;6.000906205
1324;53.47114289;9.721293259;5.467906952;6.000906205
1325;53.4711411;9.721294659;5.467906952;6.000906205
1326;53.47114104;9.721294354;5.467906952;6.000906205
1327;53.4711403;9.721295727;5.467906952;6.000906205
1328;53.47113925;9.721296959;5.467906952;6.000906205
1329;53.47113758;9.721294072;5.467906952;6.000906205
1330;53.47112703;9.721280103;5.467906952;6.000906205
1331;53.47112991;9.72126983;5.467906952;6.000906205
1332;53.4711273;9.721242875;5.467906952;6.000906205
1333;53.47113139;9.721217391;5.467906952;6.000906205
1334;53.47114107;9.721198079;5.467906952;6.000906205
1335;53.47113646;9.721167983;5.467906952;6.000906205
1336;53.47114219;9.721139196;5.467906952;6.000906205
1337;53.47114316;9.721111068;5.467906952;6.000906205
1338;53.47113894;9.721083835;5.467906952;6.000906205
1339;53.47113504;9.721070479;5.467906952;6.000906205
1340;53.47112378;9.721053744;5.467906952;6.000906205
1341;53.47111124;9.721043261;5.462036133;6.000906205
1342;53.47110527;9.721027513;5.427484131;4.000604137
1343;53.4710942;9.721013124;5.373004303;4.000604137
1344;53.47108537;9.720988247;5.320936523;4.000604137
1345;53.47106976;9.720971928;5.235127863;4.000604137
1346;53.4710646;9.720956066;5.173675292;4.000604137
1347;53.4710579;9.720947238;5.116134619;4.000604137
1348;53.47105622;9.720945526;5.081781766;4.000604137
1349;53.47105615;9.720944506;5.072794952;6.000906205
1350;53.4710559;9.720944284;5.068593506;6.000906205
1351;53.47105557;9.720944127;5.067455817;6.000906205
1352;53.4710552;9.720943649;5.06683393;6.000906205
1353;53.47105379;9.720943063;5.065219923;6.000906205
1354;53.47105285;9.720942394;5.06316338;6.000906205
1355;53.47105257;9.720941341;5.060787926;6.000906205
1356;53.47105241;9.720940643;5.057137753;6.000906205
1357;53.47105228;9.720939753;5.054513671;6.000906205
1358;53.47105209;9.720939386;5.051363919;6.000906205
1359;53.4710519;9.720939025;5.04986448;6.000906205
1360;53.47105203;9.720937676;5.048543806;6.000906205
1361;53.47105199;9.720937343;5.044037806;6.000906205
1362;53.47105204;9.72093681;5.042509173;6.000906205
1363;53.47105246;9.720935591;5.040629396;6.000906205
1364;53.47105262;9.720935129;5.036493207;6.000906205
1365;53.47105276;9.720934904;5.034582701;6.000906205
1366;53.47105297;9.720934625;5.033660373;6.000906205
1367;53.47105315;9.720934391;5.032665201;6.000906205
1368;53.47105338;9.720934244;5.031810374;6.000906205
1369;53.47105386;9.7209342;5.031244239;6.000906205
1370;53.47105468;9.720936003;5.031046864;6.000906205
