TIME;ACC_X;ACC_Y;ACC_Z;GYR_X;GYR_Y;GYR_Z
10883;0.73;0.24;-9.73;-0.57;1.40;-0.48 
10906;0.76;0.20;-9.74;-0.59;1.40;-0.52 
10930;0.76;0.26;-9.66;-0.40;1.31;-0.40 
10953;0.74;0.24;-9.70;-0.34;1.51;-0.37 
10982;0.68;0.25;-9.69;-0.60;1.27;-0.60 
11005;0.72;0.22;-9.75;-0.58;1.22;-0.58 
11029;0.70;0.24;-9.69;-0.56;1.48;-0.31 
11053;0.68;0.24;-9.71;-0.61;1.27;-0.43 
11076;0.72;0.22;-9.67;-0.55;1.27;-0.47 
11100;0.69;0.20;-9.71;-0.63;1.40;-0.48 
11140;0.74;0.25;-9.70;-0.58;1.39;-0.45 
11163;0.74;0.23;-9.67;-0.60;1.23;-0.50 
11187;0.78;0.24;-9.72;-0.47;1.36;-0.43 
11210;0.71;0.21;-9.73;-0.54;1.31;-0.39 
11234;0.71;0.25;-9.69;-0.63;1.34;-0.47 
11257;0.72;0.26;-9.68;-0.49;1.33;-0.56 
11281;0.74;0.21;-9.69;-0.68;1.30;-0.60 
11310;0.75;0.25;-9.70;-0.60;1.33;-0.51 
11333;0.71;0.26;-9.68;-0.63;1.37;-0.32 
11357;0.72;0.25;-9.74;-0.52;1.32;-0.52 
11380;0.71;0.24;-9.73;-0.50;1.40;-0.55 
11404;0.70;0.26;-9.68;-0.59;1.43;-0.49 
11427;0.69;0.20;-9.69;-0.47;1.24;-0.32 
11451;0.74;0.23;-9.68;-0.61;1.40;-0.62 
11474;0.74;0.25;-9.72;-0.47;1.35;-0.53 
11498;0.71;0.18;-9.68;-0.47;1.32;-0.50 
11522;0.76;0.24;-9.70;-0.50;1.50;-0.37 
11545;0.75;0.22;-9.73;-0.47;1.46;-0.53 
11569;0.74;0.26;-9.73;-0.61;1.50;-0.41 
11598;0.74;0.27;-9.68;-0.50;1.23;-0.47 
11622;0.70;0.23;-9.66;-0.45;1.37;-0.34 
11645;0.70;0.23;-9.70;-0.68;1.27;-0.51 
11669;0.73;0.22;-9.71;-0.46;1.30;-0.47 
11693;0.71;0.22;-9.71;-0.67;1.24;-0.35 
11716;0.71;0.23;-9.73;-0.50;1.48;-0.42 
11740;0.71;0.20;-9.68;-0.50;1.37;-0.40 
11773;0.71;0.22;-9.70;-0.64;1.34;-0.58 
11797;0.72;0.22;-9.70;-0.49;1.48;-0.37 
11822;0.70;0.25;-9.72;-0.45;1.24;-0.35 
11845;0.71;0.23;-9.69;-0.43;1.34;-0.61 
11869;0.69;0.23;-9.72;-0.58;1.30;-0.45 
11892;0.77;0.20;-9.70;-0.66;1.36;-0.49 
11922;0.74;0.22;-9.68;-0.30;1.40;-0.45 
11945;0.74;0.20;-9.68;-0.48;1.39;-0.53 
11969;0.73;0.20;-9.68;-0.65;1.42;-0.53 
11993;0.69;0.24;-9.70;-0.50;1.16;-0.47 
12016;0.73;0.17;-9.72;-0.63;1.24;-0.38 
12040;0.71;0.24;-9.71;-0.50;1.40;-0.46 
12063;0.72;0.20;-9.72;-0.54;1.40;-0.47 
12087;0.73;0.23;-9.71;-0.46;1.29;-0.57 
12110;0.69;0.19;-9.71;-0.53;1.27;-0.49 
12133;0.71;0.25;-9.67;-0.44;1.30;-0.43 
12156;0.71;0.24;-9.71;-0.56;1.34;-0.41 
12180;0.73;0.22;-9.68;-0.61;1.49;-0.43 
12210;0.72;0.21;-9.69;-0.53;1.36;-0.48 
12233;0.72;0.24;-9.70;-0.35;1.18;-0.60 
12257;0.72;0.24;-9.68;-0.43;1.30;-0.37 
12280;0.70;0.22;-9.71;-0.48;1.39;-0.54 
12304;0.70;0.22;-9.69;-0.50;1.47;-0.49 
12327;0.70;0.25;-9.71;-0.50;1.30;-0.54 
12351;0.71;0.20;-9.71;-0.45;1.35;-0.51 
12375;0.74;0.22;-9.69;-0.56;1.24;-0.54 
12398;0.71;0.24;-9.67;-0.50;1.29;-0.47 
12422;0.71;0.20;-9.69;-0.50;1.28;-0.62 
12445;0.71;0.23;-9.70;-0.40;1.41;-0.56 
12469;0.74;0.22;-9.72;-0.69;1.45;-0.56 
12492;0.76;0.25;-9.73;-0.55;1.19;-0.47 
12521;0.71;0.21;-9.67;-0.43;1.29;-0.43 
12546;0.72;0.22;-9.73;-0.58;1.36;-0.55 
12569;0.75;0.18;-9.70;-0.61;1.27;-0.34 
12592;0.76;0.21;-9.70;-0.40;1.42;-0.40 
12615;0.69;0.24;-9.69;-0.53;1.34;-0.48 
12639;0.72;0.23;-9.69;-0.56;1.39;-0.41 
12662;0.71;0.21;-9.73;-0.53;1.29;-0.56 
12686;0.74;0.22;-9.71;-0.44;1.32;-0.56 
12709;0.74;0.23;-9.75;-0.50;1.38;-0.39 
12733;0.69;0.28;-9.72;-0.52;1.43;-0.38 
12756;0.69;0.24;-9.69;-0.57;1.32;-0.43 
12780;0.72;0.23;-9.70;-0.66;1.39;-0.44 
12810;0.71;0.19;-9.71;-0.59;1.36;-0.53 
12833;0.72;0.19;-9.70;-0.47;1.34;-0.59 
12857;0.70;0.22;-9.72;-0.39;1.36;-0.47 
12880;0.74;0.23;-9.67;-0.56;1.37;-0.59 
12904;0.74;0.17;-9.68;-0.43;1.27;-0.47 
12928;0.71;0.21;-9.70;-0.56;1.53;-0.41 
12951;0.75;0.22;-9.70;-0.66;1.30;-0.44 
12975;0.72;0.23;-9.71;-0.50;1.44;-0.58 
12998;0.73;0.28;-9.67;-0.50;1.34;-0.66 
13022;0.73;0.24;-9.73;-0.69;1.34;-0.41 
13045;0.71;0.20;-9.70;-0.53;1.40;-0.46 
13069;0.72;0.24;-9.67;-0.39;1.19;-0.42 
13093;0.73;0.21;-9.70;-0.60;1.24;-0.54 
13122;0.74;0.22;-9.71;-0.62;1.53;-0.58 
13146;0.67;0.25;-9.70;-0.53;1.46;-0.44 
13169;0.73;0.23;-9.70;-0.49;1.25;-0.53 
13193;0.73;0.23;-9.69;-0.59;1.33;-0.43 
13216;0.75;0.23;-9.73;-0.71;1.37;-0.47 
13240;0.70;0.18;-9.70;-0.66;1.33;-0.44 
13263;0.71;0.21;-9.72;-0.64;1.30;-0.48 
13287;0.69;0.22;-9.69;-0.65;1.40;-0.37 
13310;0.74;0.23;-9.72;-0.51;1.38;-0.51 
13334;0.74;0.24;-9.71;-0.52;1.59;-0.37 
13357;0.70;0.19;-9.68;-0.57;1.44;-0.32 
13380;0.70;0.23;-9.69;-0.59;1.43;-0.48 
13410;0.73;0.24;-9.71;-0.57;1.37;-0.60 
13433;0.74;0.20;-9.72;-0.55;1.38;-0.42 
13457;0.69;0.23;-9.70;-0.49;1.30;-0.44 
13480;0.71;0.24;-9.70;-0.63;1.28;-0.41 
13504;0.72;0.19;-9.72;-0.60;1.43;-0.50 
13527;0.75;0.19;-9.69;-0.39;1.33;-0.50 
13550;0.73;0.22;-9.71;-0.57;1.38;-0.43 
13574;0.70;0.21;-9.68;-0.56;1.30;-0.50 
13597;0.72;0.23;-9.70;-0.48;1.29;-0.53 
13621;0.74;0.23;-9.67;-0.60;1.34;-0.59 
13644;0.69;0.22;-9.66;-0.63;1.34;-0.50 
13668;0.68;0.19;-9.74;-0.47;1.30;-0.60 
13691;0.72;0.20;-9.71;-0.50;1.45;-0.47 
13720;0.73;0.28;-9.68;-0.59;1.28;-0.48 
13744;0.73;0.24;-9.71;-0.65;1.37;-0.54 
13767;0.72;0.22;-9.70;-0.52;1.20;-0.48 
13791;0.70;0.22;-9.72;-0.63;1.40;-0.51 
13814;0.70;0.23;-9.73;-0.67;1.49;-0.47 
13838;0.69;0.26;-9.71;-0.71;1.38;-0.45 
13877;0.70;0.25;-9.68;-0.59;1.31;-0.60 
13900;0.75;0.23;-9.71;-0.60;1.41;-0.47 
13924;0.72;0.25;-9.72;-0.53;1.33;-0.50 
13947;0.70;0.23;-9.68;-0.60;1.41;-0.44 
13971;0.74;0.23;-9.72;-0.62;1.45;-0.45 
13995;0.74;0.23;-9.70;-0.43;1.33;-0.60 
14024;0.72;0.18;-9.68;-0.50;1.42;-0.55 
14048;0.73;0.22;-9.72;-0.62;1.29;-0.50 
14071;0.70;0.22;-9.67;-0.54;1.37;-0.41 
14095;0.72;0.23;-9.68;-0.60;1.24;-0.45 
14118;0.75;0.23;-9.67;-0.47;1.13;-0.49 
14142;0.74;0.23;-9.68;-0.53;1.17;-0.37 
14166;0.72;0.23;-9.68;-0.62;1.33;-0.39 
14189;0.75;0.21;-9.67;-0.65;1.34;-0.54 
14213;0.73;0.25;-9.72;-0.55;1.40;-0.64 
14236;0.75;0.21;-9.67;-0.63;1.45;-0.43 
14260;0.71;0.23;-9.70;-0.44;1.28;-0.50 
14283;0.75;0.21;-9.70;-0.51;1.24;-0.38 
14307;0.69;0.20;-9.66;-0.54;1.40;-0.53 
14337;0.74;0.22;-9.71;-0.52;1.41;-0.39 
14360;0.69;0.20;-9.70;-0.42;1.38;-0.47 
14384;0.74;0.24;-9.70;-0.41;1.38;-0.56 
14406;0.72;0.25;-9.67;-0.43;1.32;-0.55 
14430;0.73;0.21;-9.68;-0.46;1.34;-0.55 
14453;0.72;0.23;-9.69;-0.58;1.51;-0.32 
14477;0.72;0.23;-9.73;-0.53;1.28;-0.39 
14500;0.70;0.23;-9.71;-0.66;1.33;-0.57 
14524;0.70;0.20;-9.73;-0.55;1.23;-0.60 
14547;0.72;0.24;-9.73;-0.54;1.39;-0.69 
14571;0.74;0.22;-9.69;-0.63;1.49;-0.46 
14595;0.74;0.22;-9.71;-0.50;1.26;-0.51 
14623;0.73;0.18;-9.69;-0.55;1.30;-0.31 
14647;0.71;0.21;-9.70;-0.70;1.27;-0.51 
14681;0.71;0.24;-9.73;-0.58;1.37;-0.47 
14704;0.68;0.23;-9.70;-0.54;1.36;-0.56 
14728;0.75;0.22;-9.73;-0.50;1.47;-0.43 
14751;0.74;0.23;-9.74;-0.66;1.24;-0.40 
14775;0.73;0.21;-9.73;-0.47;1.34;-0.42 
14798;0.72;0.21;-9.68;-0.57;1.45;-0.40 
14821;0.73;0.19;-9.67;-0.58;1.30;-0.58 
14844;0.66;0.23;-9.67;-0.60;1.28;-0.45 
14868;0.75;0.23;-9.67;-0.74;1.40;-0.46 
14892;0.75;0.22;-9.69;-0.53;1.42;-0.40 
14915;0.70;0.21;-9.72;-0.38;1.37;-0.56 
14945;0.71;0.23;-9.67;-0.53;1.18;-0.36 
14968;0.69;0.19;-9.67;-0.48;1.45;-0.46 
14991;0.77;0.23;-9.71;-0.59;1.27;-0.49 
15014;0.73;0.26;-9.73;-0.50;1.44;-0.51 
15038;0.74;0.18;-9.75;-0.47;1.24;-0.55 
15062;0.71;0.23;-9.68;-0.44;1.35;-0.46 
15085;0.70;0.23;-9.70;-0.67;1.41;-0.49 
15109;0.73;0.20;-9.73;-0.50;1.36;-0.42 
15132;0.73;0.27;-9.68;-0.48;1.47;-0.43 
15156;0.73;0.17;-9.68;-0.47;1.27;-0.54 
15178;0.71;0.24;-9.72;-0.66;1.39;-0.48 
15202;0.75;0.22;-9.70;-0.62;1.29;-0.51 
15232;0.75;0.21;-9.71;-0.56;1.46;-0.36 
15255;0.71;0.23;-9.68;-0.46;1.43;-0.42 
15279;0.72;0.25;-9.69;-0.51;1.32;-0.56 
15302;0.75;0.19;-9.68;-0.56;1.33;-0.53 
15326;0.69;0.24;-9.73;-0.53;1.42;-0.48 
15349;0.72;0.23;-9.69;-0.53;1.24;-0.48 
15373;0.75;0.21;-9.66;-0.61;1.37;-0.37 
15396;0.71;0.23;-9.64;-0.56;1.24;-0.52 
15420;0.75;0.23;-9.68;-0.53;1.34;-0.47 
15443;0.75;0.22;-9.73;-0.55;1.36;-0.39 
15467;0.72;0.20;-9.73;-0.65;1.26;-0.48 
15491;0.75;0.22;-9.73;-0.45;1.44;-0.48 
15514;0.74;0.23;-9.70;-0.57;1.30;-0.48 
15544;0.72;0.21;-9.70;-0.53;1.36;-0.37 
15567;0.74;0.23;-9.72;-0.51;1.24;-0.47 
15591;0.71;0.23;-9.71;-0.42;1.38;-0.39 
15614;0.69;0.24;-9.68;-0.63;1.47;-0.50 
15637;0.73;0.23;-9.72;-0.63;1.24;-0.50 
15661;0.73;0.23;-9.69;-0.43;1.39;-0.44 
15684;0.75;0.20;-9.72;-0.55;1.28;-0.51 
15708;0.69;0.21;-9.70;-0.63;1.30;-0.40 
15731;0.69;0.24;-9.70;-0.77;1.20;-0.50 
15755;0.74;0.21;-9.70;-0.65;1.39;-0.55 
15777;0.74;0.21;-9.69;-0.62;1.40;-0.41 
15801;0.73;0.19;-9.71;-0.75;1.47;-0.48 
15831;0.76;0.26;-9.72;-0.46;1.37;-0.35 
15854;0.73;0.20;-9.71;-0.42;1.24;-0.48 
15878;0.73;0.25;-9.70;-0.69;1.46;-0.40 
15901;0.71;0.25;-9.69;-0.53;1.27;-0.29 
15924;0.72;0.23;-9.72;-0.64;1.21;-0.46 
15947;0.68;0.24;-9.72;-0.65;1.37;-0.42 
15971;0.71;0.21;-9.66;-0.58;1.39;-0.53 
15994;0.72;0.25;-9.71;-0.58;1.38;-0.61 
16018;0.70;0.23;-9.71;-0.55;1.36;-0.48 
16041;0.74;0.24;-9.70;-0.43;1.27;-0.37 
16065;0.72;0.22;-9.73;-0.53;1.45;-0.43 
16088;0.67;0.21;-9.72;-0.58;1.44;-0.42 
16111;0.72;0.22;-9.71;-0.53;1.30;-0.51 
16141;0.71;0.19;-9.72;-0.61;1.40;-0.49 
16164;0.75;0.21;-9.68;-0.40;1.30;-0.44 
16188;0.72;0.25;-9.73;-0.56;1.48;-0.43 
16210;0.74;0.25;-9.67;-0.59;1.53;-0.39 
16234;0.73;0.25;-9.73;-0.61;1.35;-0.50 
16258;0.73;0.23;-9.71;-0.58;1.40;-0.44 
16281;0.76;0.24;-9.69;-0.48;1.39;-0.41 
16305;0.72;0.24;-9.67;-0.77;1.24;-0.43 
16327;0.72;0.23;-9.67;-0.76;1.29;-0.52 
16351;0.70;0.24;-9.71;-0.51;1.38;-0.41 
16374;0.71;0.23;-9.73;-0.55;1.44;-0.38 
16398;0.72;0.21;-9.71;-0.54;1.46;-0.42 
16428;0.70;0.22;-9.69;-0.66;1.46;-0.52 
16450;0.68;0.23;-9.70;-0.67;1.40;-0.50 
16474;0.72;0.24;-9.71;-0.47;1.53;-0.43 
16497;0.73;0.20;-9.73;-0.41;1.23;-0.37 
16521;0.73;0.23;-9.67;-0.69;1.54;-0.38 
16544;0.70;0.23;-9.69;-0.58;1.40;-0.40 
16568;0.71;0.22;-9.70;-0.60;1.34;-0.35 
16608;0.76;0.26;-9.68;-0.37;1.36;-0.49 
16631;0.72;0.19;-9.72;-0.56;1.48;-0.54 
16655;0.70;0.20;-9.73;-0.54;1.37;-0.55 
16678;0.74;0.25;-9.69;-0.62;1.42;-0.54 
16702;0.73;0.24;-9.72;-0.49;1.43;-0.42 
16726;0.71;0.22;-9.68;-0.53;1.21;-0.41 
16755;0.72;0.23;-9.67;-0.58;1.42;-0.46 
16779;0.72;0.23;-9.67;-0.47;1.34;-0.45 
16801;0.69;0.21;-9.71;-0.58;1.53;-0.47 
16825;0.70;0.23;-9.73;-0.60;1.24;-0.37 
16848;0.71;0.20;-9.70;-0.63;1.46;-0.42 
16872;0.69;0.24;-9.67;-0.58;1.37;-0.50 
16896;0.69;0.21;-9.67;-0.48;1.21;-0.38 
16918;0.71;0.20;-9.71;-0.49;1.44;-0.54 
16942;0.72;0.25;-9.69;-0.48;1.31;-0.47 
16965;0.70;0.23;-9.71;-0.66;1.46;-0.55 
16989;0.72;0.23;-9.67;-0.38;1.47;-0.46 
17012;0.73;0.23;-9.69;-0.63;1.29;-0.40 
17041;0.76;0.20;-9.70;-0.39;1.37;-0.53 
17064;0.69;0.25;-9.70;-0.46;1.43;-0.33 
17088;0.71;0.19;-9.72;-0.60;1.27;-0.53 
17112;0.75;0.25;-9.65;-0.48;1.34;-0.46 
17135;0.73;0.25;-9.70;-0.62;1.25;-0.60 
17158;0.76;0.24;-9.71;-0.60;1.25;-0.56 
17181;0.74;0.23;-9.73;-0.63;1.34;-0.43 
17205;0.71;0.18;-9.70;-0.56;1.34;-0.47 
17228;0.75;0.24;-9.70;-0.47;1.37;-0.51 
17252;0.75;0.24;-9.71;-0.63;1.21;-0.46 
17274;0.74;0.23;-9.69;-0.57;1.24;-0.52 
17298;0.73;0.19;-9.72;-0.41;1.31;-0.54 
17321;0.71;0.20;-9.72;-0.67;1.43;-0.42 
17343;0.74;0.17;-9.73;-0.55;1.51;-0.53 
17367;0.75;0.21;-9.73;-0.69;1.33;-0.50 
17390;0.75;0.21;-9.71;-0.57;1.31;-0.42 
17414;0.74;0.23;-9.70;-0.53;1.18;-0.52 
17436;0.71;0.25;-9.65;-0.44;1.30;-0.40 
17460;0.70;0.24;-9.68;-0.55;1.40;-0.43 
17483;0.72;0.21;-9.69;-0.63;1.46;-0.41 
17507;0.75;0.18;-9.66;-0.53;1.15;-0.43 
17530;0.75;0.23;-9.69;-0.51;1.27;-0.50 
17563;0.70;0.25;-9.67;-0.41;1.40;-0.36 
17587;0.75;0.25;-9.73;-0.61;1.17;-0.54 
17610;0.69;0.22;-9.69;-0.42;1.25;-0.42 
17640;0.69;0.22;-9.71;-0.39;1.32;-0.48 
17664;0.75;0.25;-9.72;-0.49;1.30;-0.43 
17687;0.68;0.19;-9.70;-0.44;1.26;-0.46 
17711;0.71;0.22;-9.68;-0.64;1.17;-0.49 
17734;0.69;0.23;-9.68;-0.48;1.22;-0.56 
17758;0.64;0.23;-9.67;-0.63;1.36;-0.44 
17780;0.57;0.23;-9.70;-0.74;1.30;-0.55 
17804;0.54;0.25;-9.70;-0.52;1.43;-0.47 
17827;0.50;0.22;-9.68;-0.49;1.31;-0.46 
17851;0.42;0.27;-9.68;-0.49;1.38;-0.40 
17874;0.38;0.24;-9.73;-0.37;1.30;-0.44 
17898;0.26;0.26;-9.70;-0.60;1.41;-0.37 
17928;0.27;0.33;-9.72;-0.72;1.31;-0.56 
17951;0.32;0.20;-9.76;-0.50;1.39;-0.33 
17975;0.18;0.11;-9.80;-0.57;1.24;-0.59 
17997;0.07;0.27;-9.79;-0.72;1.47;-0.52 
18021;0.06;0.14;-9.73;-0.50;1.52;-0.56 
18044;0.06;0.24;-9.79;-0.34;1.24;-0.43 
18068;0.07;0.28;-9.73;-0.52;1.49;-0.40 
18091;0.12;0.21;-9.64;-0.55;1.47;-0.43 
18114;0.12;-0.14;-9.69;-0.31;1.34;-0.60 
18138;0.04;0.12;-9.85;-0.51;1.29;-0.66 
18161;0.09;0.22;-9.51;-1.16;1.34;-0.66 
18185;0.08;0.46;-9.82;-0.68;1.25;-0.27 
18207;0.20;0.29;-9.74;-0.60;1.05;-0.43 
18237;0.16;0.28;-9.80;-0.59;1.42;-0.35 
18260;0.19;0.15;-9.75;-0.22;1.11;-0.43 
18284;0.08;0.53;-10.01;-1.12;1.60;-0.75 
18307;0.09;0.19;-9.45;-0.43;1.45;-0.44 
18330;0.10;0.25;-9.65;-0.52;1.19;-0.42 
18354;0.15;0.41;-9.83;-0.37;1.40;-0.47 
18377;0.12;0.47;-10.03;-0.65;1.60;-0.21 
18401;-0.02;0.52;-9.98;-0.82;1.72;-0.27 
18424;0.14;-0.11;-10.41;-0.10;1.47;-0.82 
18447;0.48;0.26;-8.75;0.02;0.85;-0.40 
18470;0.30;0.07;-9.39;-1.14;1.31;-0.71 
18494;0.32;0.24;-8.96;0.34;0.94;-0.26 
18523;0.26;0.12;-10.13;-0.98;1.13;-0.42 
18546;0.46;0.20;-9.24;0.24;1.10;-0.60 
18570;0.05;0.36;-11.09;-0.45;1.84;-0.26 
18593;0.10;0.08;-10.68;0.24;1.79;-0.22 
18617;0.13;0.41;-10.66;0.10;2.13;-0.11 
18639;0.39;-0.69;-9.28;0.38;1.72;-0.37 
18663;0.30;-0.45;-9.72;-0.47;1.58;-0.63 
18686;0.22;-0.12;-10.91;-0.81;2.29;-0.53 
18710;0.24;0.21;-9.90;0.03;1.45;-0.49 
18733;0.43;-0.06;-9.54;-0.29;0.99;-0.60 
18756;0.47;0.62;-10.04;-1.84;1.90;-0.15 
18780;0.46;0.16;-9.21;-0.14;0.90;-0.13 
18803;0.72;0.35;-8.04;-0.93;0.26;-0.80 
18833;0.33;0.24;-9.97;0.69;1.66;-0.12 
18855;0.43;0.52;-9.27;-1.43;0.35;-1.08 
18879;0.71;0.02;-9.06;0.24;0.94;-0.33 
18903;0.33;0.60;-9.87;-1.36;2.06;-0.38 
18926;0.41;0.08;-10.35;-0.79;1.20;-0.37 
18950;0.19;0.66;-10.67;-0.22;0.80;-0.39 
18973;0.66;-0.44;-7.77;-0.89;0.21;-0.66 
18997;0.59;-0.16;-8.31;-0.16;0.97;-0.47 
19020;0.48;0.36;-10.53;0.02;2.04;-0.19 
19044;0.53;0.23;-10.52;-0.07;2.62;-0.31 
19067;0.27;0.79;-10.64;-0.37;1.75;-0.38 
19091;0.35;0.25;-11.22;0.13;1.05;-0.65 
19121;0.32;-0.05;-10.92;-1.08;2.56;-0.62 
19144;0.73;-0.25;-9.89;-1.13;2.20;-0.61 
19167;0.65;-0.07;-10.01;-1.27;1.56;-0.56 
19190;0.12;0.76;-10.03;-0.76;0.95;-0.24 
19214;0.27;0.81;-9.63;-0.22;1.92;-0.34 
19237;1.30;0.49;-8.57;0.06;-0.12;-0.02 
19261;0.02;-0.10;-10.56;0.59;1.95;-0.53 
19283;0.55;-0.05;-10.44;-1.50;1.49;-0.79 
19323;0.45;0.24;-9.55;0.04;1.46;-0.40 
19346;0.42;-0.18;-9.47;-0.89;1.40;-0.53 
19369;0.67;0.16;-10.16;-1.25;1.73;-0.12 
19393;0.96;0.52;-9.17;-0.34;0.52;-0.27 
19422;0.66;0.19;-9.96;-1.18;1.72;-0.57 
19445;0.46;0.62;-9.34;-0.27;1.12;-0.40 
19469;0.62;-0.09;-8.84;-0.42;1.43;-0.65 
19492;0.50;0.40;-10.26;-0.75;1.48;-0.51 
19516;0.18;0.95;-9.65;-0.01;1.67;-0.16 
19538;0.30;0.04;-9.15;-0.83;0.74;-0.28 
19562;0.41;-0.99;-9.15;0.22;2.50;-1.01 
19586;0.46;0.95;-9.43;-0.47;0.72;-0.27 
19608;0.76;0.22;-10.22;-1.14;1.38;-0.21 
19632;0.63;0.33;-9.94;-0.01;1.17;-0.85 
19655;0.70;-0.02;-9.44;-0.18;1.03;-0.27 
19679;0.63;0.10;-9.28;-1.93;1.01;-0.69 
19701;0.60;-0.14;-9.09;-0.07;0.98;-0.89 
19744;0.25;0.18;-10.35;0.29;2.21;-0.41 
19770;0.29;-0.07;-9.84;-0.51;2.15;-0.62 
19796;0.67;0.41;-10.45;0.00;1.45;-0.03 
19822;0.85;0.61;-9.57;-0.64;0.11;-0.34 
19848;0.46;-0.17;-9.73;-0.69;2.10;-0.60 
19873;0.53;0.76;-9.84;-0.23;0.99;-0.05 
19899;0.62;0.12;-8.58;-1.08;0.92;-0.68 
19924;0.44;-0.19;-9.61;0.50;1.46;-0.82 
19951;0.48;0.44;-10.41;-1.40;0.92;-0.73 
19977;-0.04;0.70;-11.59;-1.23;2.66;0.23 
20002;0.68;1.00;-9.09;-0.44;0.97;0.20 
20028;0.58;0.17;-9.72;-1.15;1.69;-0.60 
20060;0.56;0.12;-9.41;-0.57;0.79;-0.66 
20085;0.39;0.58;-10.63;0.05;1.76;-0.14 
20112;0.38;0.88;-10.60;-1.34;1.08;0.09 
20137;0.78;0.01;-9.16;-0.37;1.37;-0.31 
20164;0.68;0.33;-8.97;-1.47;1.58;-0.53 
20190;0.50;0.26;-9.40;-0.26;0.98;-0.61 
20216;0.87;0.48;-9.63;-0.40;1.04;-0.60 
20242;0.86;-0.05;-9.44;0.63;0.70;-0.93 
20268;0.68;0.03;-9.39;0.25;1.08;-0.89 
20294;0.81;-0.15;-9.32;0.35;1.23;-0.79 
20321;1.01;-0.20;-9.33;0.05;1.34;-0.78 
20346;0.92;-0.03;-9.29;0.95;1.37;-0.54 
20373;0.62;0.37;-9.98;0.65;1.18;-0.52 
20405;0.69;0.38;-9.52;-1.69;1.76;-0.48 
20430;0.85;0.89;-8.13;-1.80;0.54;-0.45 
20456;0.86;0.51;-9.22;-0.05;1.48;-0.35 
20483;0.61;0.27;-11.07;-1.40;1.44;-1.03 
20508;0.50;0.37;-10.83;-0.72;2.18;-0.37 
20544;0.51;1.18;-12.48;-0.06;2.13;0.16 
20571;0.75;0.93;-10.69;-0.34;1.01;0.11 
20596;0.90;0.36;-7.59;-0.15;-0.43;-0.08 
20623;0.72;-0.18;-8.42;-1.04;0.81;-0.66 
20648;0.68;0.28;-9.58;0.21;1.43;-0.78 
20675;0.57;0.21;-9.81;0.25;2.14;-0.98 
20701;1.00;0.56;-9.58;-1.14;1.62;-0.56 
20732;0.67;-0.67;-10.35;-0.47;0.85;-0.66 
20758;0.71;-0.28;-10.22;1.87;1.30;-0.86 
20785;0.55;0.10;-8.63;1.92;0.88;-0.78 
20810;0.68;0.69;-9.41;-0.90;2.21;-0.31 
20836;0.83;1.18;-10.36;-1.52;1.98;0.13 
20862;0.81;0.32;-9.90;-1.16;1.56;-0.18 
20888;0.50;1.02;-10.33;-1.01;2.03;-0.03 
20915;0.84;0.85;-10.14;-1.77;1.98;-0.86 
20940;0.60;-0.23;-10.26;-0.63;1.95;-0.83 
20966;0.43;-0.42;-11.50;1.21;3.26;-0.15 
20993;0.85;0.63;-10.37;0.68;1.80;0.02 
21018;0.97;0.27;-8.97;-0.11;1.02;-0.56 
21050;0.45;0.65;-10.22;-1.42;1.64;-0.71 
21075;0.34;0.06;-10.04;-2.20;1.69;-1.17 
21102;0.95;-0.74;-10.24;-1.21;1.43;-1.02 
21128;0.73;-0.21;-10.46;-0.85;1.25;-0.60 
21154;0.82;0.65;-10.03;-0.58;1.35;-0.11 
21180;1.02;0.39;-9.52;-1.43;1.53;-0.34 
21207;0.42;0.41;-10.88;-1.11;1.80;-0.62 
21232;1.11;-0.51;-9.78;-0.28;0.56;-1.12 
21258;1.05;-0.92;-8.53;0.72;0.60;-0.92 
21284;0.58;0.74;-10.25;-0.04;1.60;0.15 
21310;0.87;2.05;-10.85;-1.56;1.72;0.59 
21336;0.46;1.04;-10.39;-2.07;1.63;-0.87 
21362;1.01;0.18;-10.14;-1.52;0.01;-1.01 
21394;1.01;0.69;-10.39;0.72;0.43;0.15 
21420;0.83;0.89;-9.66;-1.30;1.47;-0.12 
21446;0.64;0.58;-10.17;-1.24;2.81;-0.44 
21472;0.59;0.45;-10.74;-0.85;1.89;-0.47 
21498;0.64;0.23;-10.83;-1.03;1.19;-0.48 
21525;0.32;0.57;-10.68;-0.21;0.95;0.04 
21551;1.17;-0.02;-8.06;-1.31;0.43;-0.72 
21576;0.51;-0.12;-9.59;0.33;0.96;-0.58 
21603;0.50;0.16;-9.52;0.36;0.96;-1.11 
21628;0.34;0.47;-11.21;0.37;3.11;-0.68 
21655;0.82;0.72;-9.47;-0.52;1.46;0.01 
21681;0.79;0.46;-9.60;-2.43;0.98;-0.03 
21712;0.52;0.29;-9.91;0.79;1.42;-0.76 
21739;0.94;0.12;-8.89;-0.32;1.14;-0.53 
21765;0.57;0.63;-9.55;-0.69;1.41;-0.14 
21790;0.81;0.25;-9.96;-1.43;1.74;-0.34 
21817;1.00;0.58;-10.32;-0.48;1.05;-0.20 
21842;0.91;0.08;-9.60;-0.42;0.68;-0.88 
21868;0.54;-0.03;-9.81;-0.67;1.17;-0.69 
21895;0.87;0.14;-8.98;-0.76;0.79;-0.45 
21920;0.68;0.10;-9.42;-0.45;2.26;-0.36 
21946;0.60;0.29;-10.57;-1.01;1.36;-0.22 
